1,C
2,E
3,B
4,A
5,E
6,A
7,E
8,C
9,C
10,B
11,B
12,[33m_[37m
13,D
14,D
15,C
16,C
17,D
18,E
19,D
20,[33m_[37m
21,D
22,A
23,E
24,B
25,A
26,A
27,E
28,D
29,B
30,B
31,A
32,D
33,-
34,-
35,-
36,-
37,-
38,-
39,-
40,-
41,-
42,-
43,-
44,-
45,-
46,-
47,-
48,-
49,-
50,-
51,-
52,-
53,-
54,-
55,-
56,-
57,-
58,-
59,-
60,-
61,-
62,-
63,-
64,-
65,-
